attendance_id,employee_id,year,month,working_days,days_present,days_absent,days_wfh,overtime_hours
633,1013,2023,11,22,20,2,3,1.4
634,1013,2023,12,21,19,2,7,8.1
635,1013,2024,1,23,21,2,9,1.4
636,1013,2024,2,21,21,0,9,9.9
637,1013,2024,3,21,21,0,5,9.5
638,1013,2024,4,22,21,1,7,9.0
639,1013,2024,5,23,23,0,4,1.0
640,1013,2024,6,20,18,2,1,7.7
641,1013,2024,7,23,23,0,6,3.6
642,1013,2024,8,22,20,2,0,0.3
643,1013,2024,9,21,21,0,3,5.4
644,1013,2024,10,23,23,0,0,9.9
645,1013,2024,11,21,21,0,4,9.4
646,1013,2024,12,22,22,0,2,2.4
647,1014,2021,9,22,22,0,7,1.0
648,1014,2021,10,21,20,1,3,6.7
649,1014,2021,11,22,20,2,10,5.0
650,1014,2021,12,23,23,0,8,9.7
651,1014,2022,1,21,20,1,3,10.0
652,1014,2022,2,20,19,1,0,1.9
653,1014,2022,3,23,22,1,0,11.7
654,1014,2022,4,21,20,1,5,3.8
655,1014,2022,5,22,21,1,9,1.5
656,1014,2022,6,22,20,2,9,0.7
657,1014,2022,7,21,20,1,5,5.4
658,1014,2022,8,23,22,1,8,5.8
659,1014,2022,9,22,22,0,0,0.6
660,1014,2022,10,21,19,2,7,1.1
661,1014,2022,11,22,22,0,1,10.2
662,1014,2022,12,22,21,1,4,9.5
663,1014,2023,1,22,22,0,2,10.8
664,1014,2023,2,20,18,2,1,10.5
665,1014,2023,3,23,21,2,4,3.1
666,1014,2023,4,20,19,1,2,8.6
667,1014,2023,5,23,23,0,8,8.5
668,1014,2023,6,22,21,1,8,5.3
669,1014,2023,7,21,21,0,10,5.9
670,1014,2023,8,23,21,2,1,0.3
671,1014,2023,9,21,21,0,0,10.3
672,1014,2023,10,22,21,1,8,1.7
673,1014,2023,11,22,20,2,6,5.7
674,1014,2023,12,21,21,0,3,11.1
675,1014,2024,1,23,21,2,3,10.9
676,1014,2024,2,21,20,1,9,8.9
677,1014,2024,3,21,21,0,4,11.7
678,1014,2024,4,22,22,0,2,9.3
679,1014,2024,5,23,22,1,3,11.1
680,1014,2024,6,20,20,0,3,3.1
681,1014,2024,7,23,21,2,0,11.2
682,1014,2024,8,22,21,1,7,4.1
683,1014,2024,9,21,20,1,3,10.4
684,1014,2024,10,23,21,2,9,0.3
685,1014,2024,11,21,21,0,2,1.7
686,1014,2024,12,22,22,0,4,0.8
687,1015,2020,1,23,22,1,7,6.0
688,1015,2020,2,20,19,1,6,6.7
689,1015,2020,3,22,20,2,10,6.4
690,1015,2020,4,22,22,0,9,6.9
691,1015,2020,5,21,21,0,7,1.7
692,1015,2020,6,22,21,1,6,6.4
693,1015,2020,7,23,22,1,10,1.2
694,1015,2020,8,21,20,1,5,1.7
695,1015,2020,9,22,22,0,6,9.1
696,1015,2020,10,22,20,2,2,3.0
697,1015,2020,11,21,21,0,7,10.3
698,1015,2020,12,23,23,0,4,5.2
699,1015,2021,1,21,21,0,5,11.9
700,1015,2021,2,20,18,2,1,5.9
701,1015,2021,3,23,22,1,5,7.7
702,1015,2021,4,22,22,0,5,10.3
703,1015,2021,5,21,21,0,3,10.6
704,1015,2021,6,22,22,0,7,11.5
705,1015,2021,7,22,20,2,0,4.2
706,1015,2021,8,22,21,1,0,3.1
707,1015,2021,9,22,22,0,10,3.0
708,1015,2021,10,21,20,1,7,0.9
709,1015,2021,11,22,20,2,1,4.7
710,1015,2021,12,23,22,1,3,3.2
711,1015,2022,1,21,20,1,10,2.5
712,1015,2022,2,20,18,2,8,7.0
713,1015,2022,3,23,21,2,6,7.9
714,1015,2022,4,21,19,2,8,4.2
715,1015,2022,5,22,21,1,8,5.9
716,1015,2022,6,22,20,2,0,0.9
717,1015,2022,7,21,19,2,0,1.7
718,1015,2022,8,23,22,1,0,3.2
719,1015,2022,9,22,22,0,0,9.7
720,1015,2022,10,21,21,0,2,7.1
721,1015,2022,11,22,21,1,7,3.3
722,1015,2022,12,22,22,0,0,6.0
723,1015,2023,1,22,20,2,8,8.5
724,1015,2023,2,20,20,0,3,6.1
725,1015,2023,3,23,21,2,5,3.1
726,1015,2023,4,20,20,0,10,8.5
727,1015,2023,5,23,22,1,10,10.2
728,1015,2023,6,22,22,0,6,10.2
729,1015,2023,7,21,20,1,2,3.0
730,1015,2023,8,23,21,2,1,10.3
731,1015,2023,9,21,19,2,10,0.3
732,1015,2023,10,22,20,2,6,3.4
733,1015,2023,11,22,22,0,0,8.8
734,1015,2023,12,21,20,1,10,7.4
735,1015,2024,1,23,21,2,6,7.6
736,1015,2024,2,21,20,1,8,11.5
737,1015,2024,3,21,21,0,7,1.6
738,1015,2024,4,22,20,2,7,11.5
739,1015,2024,5,23,22,1,2,2.1
740,1015,2024,6,20,19,1,1,1.8
741,1015,2024,7,23,21,2,0,9.6
742,1015,2024,8,22,21,1,2,0.2
743,1015,2024,9,21,19,2,2,6.7
744,1015,2024,10,23,22,1,8,8.4
745,1015,2024,11,21,19,2,5,5.1
746,1015,2024,12,22,21,1,1,9.9
747,1016,2024,10,23,22,1,9,1.7
748,1016,2024,11,21,20,1,6,7.4
749,1016,2024,12,22,21,1,4,9.4
750,1017,2020,1,23,23,0,4,9.4
751,1017,2020,2,20,20,0,2,2.4
752,1017,2020,3,22,20,2,3,8.1
753,1017,2020,4,22,20,2,4,4.6
754,1017,2020,5,21,20,1,5,10.1
755,1017,2020,6,22,20,2,0,10.8
756,1017,2020,7,23,23,0,7,0.1
757,1017,2020,8,21,20,1,6,0.5
758,1017,2020,9,22,22,0,9,1.4
759,1017,2020,10,22,22,0,2,1.8
760,1017,2020,11,21,19,2,8,1.6
761,1017,2020,12,23,21,2,0,1.7
762,1017,2021,1,21,20,1,10,4.8
763,1017,2021,2,20,19,1,0,2.9
764,1017,2021,3,23,21,2,8,0.6
765,1017,2021,4,22,21,1,0,11.8
766,1017,2021,5,21,21,0,3,9.9
767,1017,2021,6,22,21,1,4,11.3
768,1017,2021,7,22,21,1,10,8.9
769,1017,2021,8,22,21,1,8,4.2
770,1017,2021,9,22,22,0,2,10.9
771,1017,2021,10,21,19,2,2,9.5
772,1017,2021,11,22,21,1,7,11.0
773,1017,2021,12,23,23,0,7,7.9
774,1017,2022,1,21,20,1,2,0.6
775,1017,2022,2,20,20,0,2,8.4
776,1017,2022,3,23,22,1,8,1.9
777,1017,2022,4,21,20,1,0,1.0
778,1017,2022,5,22,22,0,10,3.3
779,1017,2022,6,22,21,1,1,7.5
780,1017,2022,7,21,20,1,1,3.8
781,1017,2022,8,23,21,2,9,4.7
782,1017,2022,9,22,22,0,4,10.3
783,1017,2022,10,21,21,0,9,1.6
784,1017,2022,11,22,20,2,8,8.9
785,1017,2022,12,22,20,2,0,0.3
786,1017,2023,1,22,22,0,9,4.8
787,1017,2023,2,20,20,0,2,6.7
788,1017,2023,3,23,23,0,4,9.6
789,1017,2023,4,20,18,2,0,7.9
790,1017,2023,5,23,21,2,9,7.3
791,1017,2023,6,22,20,2,0,5.2
792,1017,2023,7,21,20,1,0,5.9
793,1017,2023,8,23,23,0,3,11.8
794,1017,2023,9,21,19,2,9,9.9
795,1017,2023,10,22,22,0,2,9.4
796,1017,2023,11,22,20,2,6,0.5
797,1017,2023,12,21,19,2,2,10.5
798,1017,2024,1,23,21,2,4,6.0
799,1017,2024,2,21,21,0,2,9.5
800,1017,2024,3,21,21,0,10,7.3
801,1017,2024,4,22,20,2,7,9.8
802,1017,2024,5,23,23,0,9,9.8
803,1017,2024,6,20,19,1,4,4.8
804,1017,2024,7,23,21,2,10,2.3
805,1017,2024,8,22,20,2,2,9.0
806,1017,2024,9,21,20,1,8,10.7
807,1017,2024,10,23,22,1,8,11.0
808,1017,2024,11,21,20,1,6,1.0
809,1017,2024,12,22,22,0,6,9.0
810,1018,2022,12,22,22,0,3,0.4
811,1018,2023,1,22,21,1,7,4.6
812,1018,2023,2,20,20,0,0,6.2
813,1018,2023,3,23,21,2,8,1.6
814,1018,2023,4,20,19,1,3,2.7
815,1018,2023,5,23,21,2,1,5.2
816,1018,2023,6,22,21,1,3,11.1
817,1018,2023,7,21,20,1,9,8.0
818,1018,2023,8,23,22,1,0,10.9
819,1018,2023,9,21,19,2,0,2.8
820,1018,2023,10,22,22,0,10,5.4
821,1018,2023,11,22,22,0,10,10.4
822,1018,2023,12,21,20,1,0,10.7
823,1018,2024,1,23,23,0,0,5.7
824,1018,2024,2,21,19,2,5,3.5
825,1018,2024,3,21,20,1,4,5.3
826,1018,2024,4,22,20,2,0,5.2
827,1018,2024,5,23,21,2,4,5.5
828,1018,2024,6,20,19,1,0,8.7
829,1018,2024,7,23,22,1,8,6.2
830,1018,2024,8,22,20,2,2,7.5
831,1018,2024,9,21,21,0,10,10.7
832,1018,2024,10,23,22,1,4,1.5
833,1018,2024,11,21,21,0,2,6.8
834,1018,2024,12,22,21,1,6,0.2
835,1019,2020,1,23,21,2,0,9.7
836,1019,2020,2,20,19,1,2,4.4
837,1019,2020,3,22,21,1,8,0.7
838,1019,2020,4,22,20,2,8,9.7
839,1019,2020,5,21,19,2,9,8.9
840,1019,2020,6,22,20,2,9,5.1
841,1019,2020,7,23,22,1,1,6.2
842,1019,2020,8,21,20,1,7,4.3
843,1019,2020,9,22,21,1,5,8.5
844,1019,2020,10,22,20,2,2,5.3
845,1019,2020,11,21,19,2,2,0.9
846,1019,2020,12,23,22,1,3,6.3
847,1019,2021,1,21,19,2,4,3.7
848,1019,2021,2,20,19,1,10,3.1
849,1019,2021,3,23,21,2,8,0.1
850,1019,2021,4,22,22,0,3,3.2
851,1019,2021,5,21,21,0,7,10.7
852,1019,2021,6,22,20,2,7,10.7
853,1019,2021,7,22,21,1,6,1.9
854,1019,2021,8,22,22,0,9,2.9
855,1019,2021,9,22,21,1,1,5.8
856,1019,2021,10,21,19,2,0,2.1
857,1019,2021,11,22,21,1,0,2.8
858,1019,2021,12,23,23,0,0,3.7
859,1019,2022,1,21,20,1,2,9.6
860,1019,2022,2,20,19,1,7,10.4
861,1019,2022,3,23,22,1,6,5.4
862,1019,2022,4,21,19,2,2,9.4
863,1019,2022,5,22,20,2,5,7.3
864,1019,2022,6,22,20,2,0,4.3
865,1019,2022,7,21,19,2,0,4.1
866,1019,2022,8,23,21,2,5,10.2
867,1019,2022,9,22,21,1,4,11.8
868,1019,2022,10,21,19,2,2,3.5
869,1019,2022,11,22,22,0,5,4.0
870,1019,2022,12,22,20,2,10,7.7
871,1019,2023,1,22,22,0,7,2.8
872,1019,2023,2,20,20,0,0,2.0
873,1019,2023,3,23,21,2,3,10.8
874,1019,2023,4,20,19,1,7,4.6
875,1019,2023,5,23,22,1,10,8.0
876,1020,2020,1,23,23,0,4,4.0
877,1020,2020,2,20,20,0,0,2.3
878,1020,2020,3,22,22,0,8,7.2
879,1020,2020,4,22,22,0,5,7.3
880,1020,2020,5,21,21,0,1,10.0
881,1021,2020,1,23,23,0,3,2.0
882,1021,2020,2,20,20,0,3,11.5
883,1021,2020,3,22,22,0,0,8.3
884,1021,2020,4,22,22,0,0,5.0
885,1021,2020,5,21,20,1,2,6.5
886,1021,2020,6,22,21,1,9,6.6
887,1021,2020,7,23,23,0,4,3.6
888,1021,2020,8,21,20,1,2,9.1
889,1021,2020,9,22,21,1,2,3.2
890,1021,2020,10,22,20,2,8,3.1
891,1021,2020,11,21,20,1,5,11.2
892,1021,2020,12,23,21,2,5,10.3
893,1021,2021,1,21,20,1,2,4.5
894,1021,2021,2,20,20,0,7,8.9
895,1021,2021,3,23,21,2,2,10.6
896,1021,2021,4,22,21,1,9,4.9
897,1021,2021,5,21,19,2,9,11.8
898,1021,2021,6,22,21,1,6,5.7
899,1021,2021,7,22,22,0,1,5.3
900,1021,2021,8,22,22,0,5,1.6
901,1021,2021,9,22,21,1,10,1.3
902,1021,2021,10,21,20,1,0,6.9
903,1021,2021,11,22,22,0,9,4.5
904,1021,2021,12,23,23,0,2,3.2
905,1021,2022,1,21,20,1,4,10.9
906,1021,2022,2,20,18,2,0,5.2
907,1021,2022,3,23,23,0,0,2.3
908,1021,2022,4,21,21,0,1,9.3
909,1021,2022,5,22,21,1,4,4.8
910,1021,2022,6,22,22,0,7,0.9
911,1021,2022,7,21,21,0,9,3.2
912,1021,2022,8,23,23,0,10,10.9
913,1021,2022,9,22,22,0,6,9.2
914,1021,2022,10,21,20,1,1,6.5
915,1021,2022,11,22,21,1,6,1.2
916,1021,2022,12,22,22,0,6,1.1
917,1021,2023,1,22,21,1,10,8.5
918,1021,2023,2,20,20,0,7,7.7
919,1021,2023,3,23,21,2,4,10.1
920,1021,2023,4,20,18,2,7,10.2
921,1021,2023,5,23,21,2,3,11.6
922,1021,2023,6,22,22,0,6,7.4
923,1021,2023,7,21,20,1,6,8.6
924,1021,2023,8,23,22,1,1,8.0
925,1021,2023,9,21,19,2,7,10.9
926,1021,2023,10,22,20,2,2,6.4
927,1021,2023,11,22,21,1,9,11.8
928,1021,2023,12,21,20,1,7,1.2
929,1021,2024,1,23,23,0,0,6.9
930,1021,2024,2,21,20,1,5,2.0
931,1021,2024,3,21,19,2,6,1.4
932,1021,2024,4,22,20,2,9,8.3
933,1021,2024,5,23,23,0,3,4.4
934,1021,2024,6,20,20,0,8,9.5
935,1021,2024,7,23,22,1,2,10.5
936,1021,2024,8,22,20,2,9,10.1
937,1021,2024,9,21,21,0,2,0.3
938,1021,2024,10,23,23,0,8,8.1
939,1021,2024,11,21,19,2,2,1.8
940,1021,2024,12,22,20,2,10,9.9
941,1022,2021,1,21,20,1,3,9.1
942,1022,2021,2,20,19,1,6,3.4
943,1022,2021,3,23,21,2,2,3.5
944,1022,2021,4,22,22,0,0,7.4
945,1022,2021,5,21,21,0,4,5.4
946,1022,2021,6,22,21,1,4,1.2
947,1022,2021,7,22,22,0,0,9.8
948,1022,2021,8,22,22,0,5,5.8
949,1022,2021,9,22,21,1,6,4.1
950,1022,2021,10,21,21,0,8,2.7
951,1022,2021,11,22,21,1,5,1.6
952,1022,2021,12,23,23,0,10,3.7
953,1022,2022,1,21,20,1,7,10.0
954,1022,2022,2,20,19,1,5,7.8
955,1022,2022,3,23,21,2,10,6.1
956,1022,2022,4,21,21,0,8,0.9
957,1022,2022,5,22,20,2,10,3.1
958,1022,2022,6,22,22,0,0,11.5
959,1022,2022,7,21,19,2,2,0.2
960,1022,2022,8,23,23,0,2,5.6
961,1022,2022,9,22,21,1,1,6.4
962,1022,2022,10,21,21,0,4,2.2
963,1022,2022,11,22,21,1,9,5.4
964,1022,2022,12,22,22,0,2,4.5
965,1022,2023,1,22,21,1,8,1.0
966,1022,2023,2,20,19,1,10,1.6
967,1022,2023,3,23,22,1,7,7.8
968,1022,2023,4,20,19,1,10,4.1
969,1022,2023,5,23,21,2,1,10.1
970,1022,2023,6,22,22,0,1,11.0
971,1022,2023,7,21,21,0,5,5.5
972,1022,2023,8,23,21,2,3,7.3
973,1022,2023,9,21,19,2,5,3.9
974,1022,2023,10,22,22,0,9,4.5
975,1022,2023,11,22,21,1,3,11.0
976,1022,2023,12,21,21,0,8,7.1
977,1022,2024,1,23,22,1,5,9.9
978,1022,2024,2,21,21,0,10,6.9
979,1022,2024,3,21,21,0,10,4.3
980,1022,2024,4,22,22,0,10,1.9
981,1022,2024,5,23,21,2,1,7.2
982,1022,2024,6,20,19,1,8,5.8
983,1022,2024,7,23,23,0,7,4.1
984,1022,2024,8,22,20,2,7,3.6
985,1022,2024,9,21,19,2,3,9.5
986,1022,2024,10,23,23,0,2,9.9
987,1022,2024,11,21,20,1,0,5.5
988,1022,2024,12,22,22,0,3,2.2
989,1023,2020,1,23,23,0,4,2.4
990,1023,2020,2,20,18,2,7,9.0
991,1023,2020,3,22,21,1,3,3.3
992,1023,2020,4,22,20,2,8,3.3
993,1023,2020,5,21,19,2,2,0.2
994,1023,2020,6,22,20,2,7,11.0
995,1023,2020,7,23,23,0,9,9.2
996,1023,2020,8,21,21,0,5,10.6
997,1023,2020,9,22,21,1,5,4.2
998,1023,2020,10,22,20,2,2,10.2
999,1023,2020,11,21,21,0,0,6.5
1000,1023,2020,12,23,21,2,3,0.2
1001,1023,2021,1,21,19,2,7,0.2
1002,1023,2021,2,20,18,2,10,9.5
1003,1023,2021,3,23,23,0,6,11.5
1004,1023,2021,4,22,21,1,2,0.9
1005,1023,2021,5,21,21,0,9,11.0
1006,1023,2021,6,22,22,0,0,3.9
1007,1023,2021,7,22,22,0,5,2.7
1008,1023,2021,8,22,22,0,9,2.3
1009,1023,2021,9,22,22,0,5,10.5
1010,1023,2021,10,21,19,2,7,11.6
1011,1023,2021,11,22,21,1,9,7.6
1012,1023,2021,12,23,22,1,1,7.0
1013,1023,2022,1,21,20,1,4,8.1
1014,1023,2022,2,20,20,0,9,4.5
1015,1023,2022,3,23,22,1,1,9.6
1016,1023,2022,4,21,19,2,5,6.7
1017,1023,2022,5,22,22,0,1,5.6
1018,1023,2022,6,22,22,0,7,3.1
1019,1023,2022,7,21,21,0,0,0.3
1020,1023,2022,8,23,23,0,2,10.4
1021,1023,2022,9,22,21,1,5,9.3
1022,1023,2022,10,21,19,2,0,10.0
1023,1023,2022,11,22,21,1,5,9.2
1024,1023,2022,12,22,22,0,7,1.3
1025,1023,2023,1,22,21,1,1,3.8
1026,1023,2023,2,20,19,1,9,11.6
1027,1023,2023,3,23,21,2,4,7.4
1028,1023,2023,4,20,18,2,4,3.5
1029,1023,2023,5,23,23,0,10,7.7
1030,1023,2023,6,22,22,0,5,9.7
1031,1023,2023,7,21,20,1,6,1.3
1032,1023,2023,8,23,21,2,3,9.9
1033,1023,2023,9,21,21,0,4,8.3
1034,1023,2023,10,22,22,0,6,8.3
1035,1023,2023,11,22,21,1,8,7.1
1036,1023,2023,12,21,20,1,5,5.1
1037,1023,2024,1,23,23,0,6,8.8
1038,1023,2024,2,21,20,1,4,2.2
1039,1023,2024,3,21,19,2,1,7.4
1040,1023,2024,4,22,22,0,8,1.6
1041,1023,2024,5,23,23,0,8,4.7
1042,1023,2024,6,20,19,1,3,0.9
1043,1023,2024,7,23,21,2,3,12.0
1044,1023,2024,8,22,21,1,5,6.0
1045,1023,2024,9,21,21,0,0,11.3
1046,1023,2024,10,23,23,0,5,7.0
1047,1023,2024,11,21,21,0,2,9.9
1048,1023,2024,12,22,22,0,8,8.9
1049,1024,2020,1,23,21,2,0,2.4
1050,1024,2020,2,20,19,1,6,4.1
1051,1024,2020,3,22,20,2,1,9.3
1052,1024,2020,4,22,21,1,8,3.8
1053,1024,2020,5,21,20,1,0,10.1
1054,1024,2020,6,22,20,2,10,4.7
1055,1024,2020,7,23,21,2,10,3.0
1056,1024,2020,8,21,20,1,6,9.3
1057,1024,2020,9,22,21,1,7,0.3
1058,1024,2020,10,22,21,1,7,5.5
1059,1024,2020,11,21,21,0,8,5.2
1060,1024,2020,12,23,22,1,10,1.6
1061,1024,2021,1,21,21,0,10,10.9
1062,1024,2021,2,20,20,0,10,4.2
1063,1024,2021,3,23,23,0,2,2.4
1064,1024,2021,4,22,22,0,8,10.6
1065,1024,2021,5,21,19,2,5,10.0
1066,1024,2021,6,22,22,0,10,7.8
1067,1024,2021,7,22,20,2,8,5.0
1068,1024,2021,8,22,21,1,4,5.8
1069,1024,2021,9,22,20,2,1,10.6
1070,1024,2021,10,21,21,0,5,10.4
1071,1024,2021,11,22,20,2,2,3.4
1072,1024,2021,12,23,21,2,7,8.6
1073,1024,2022,1,21,20,1,6,1.4
1074,1024,2022,2,20,20,0,6,3.3
1075,1024,2022,3,23,21,2,6,4.9
1076,1024,2022,4,21,21,0,8,2.4
1077,1024,2022,5,22,22,0,8,4.7
1078,1024,2022,6,22,22,0,2,1.1
1079,1024,2022,7,21,21,0,1,6.0
1080,1024,2022,8,23,21,2,10,9.7
1081,1024,2022,9,22,21,1,4,10.9
1082,1024,2022,10,21,21,0,8,4.8
1083,1024,2022,11,22,20,2,10,7.7
1084,1024,2022,12,22,21,1,2,3.2
1085,1024,2023,1,22,21,1,9,8.1
1086,1024,2023,2,20,19,1,0,4.7
1087,1024,2023,3,23,22,1,5,9.1
1088,1024,2023,4,20,18,2,4,8.0
1089,1024,2023,5,23,23,0,2,8.1
1090,1024,2023,6,22,22,0,10,0.1
1091,1024,2023,7,21,20,1,2,6.8
1092,1024,2023,8,23,22,1,8,9.1
1093,1024,2023,9,21,20,1,1,11.7
1094,1024,2023,10,22,21,1,5,1.4
1095,1024,2023,11,22,20,2,3,6.9
1096,1024,2023,12,21,19,2,7,6.1
1097,1024,2024,1,23,23,0,0,6.2
1098,1024,2024,2,21,19,2,10,3.5
1099,1024,2024,3,21,19,2,6,6.0
1100,1024,2024,4,22,21,1,5,0.1
1101,1024,2024,5,23,22,1,7,8.5
1102,1024,2024,6,20,19,1,10,0.6
1103,1024,2024,7,23,22,1,2,1.2
1104,1024,2024,8,22,21,1,3,1.1
1105,1024,2024,9,21,19,2,0,11.4
1106,1024,2024,10,23,21,2,1,1.9
1107,1024,2024,11,21,21,0,7,1.2
1108,1024,2024,12,22,20,2,2,3.8
1109,1025,2020,12,23,21,2,2,6.9
1110,1025,2021,1,21,19,2,9,4.7
1111,1025,2021,2,20,20,0,1,11.9
1112,1025,2021,3,23,21,2,5,6.4
1113,1025,2021,4,22,22,0,8,7.9
1114,1025,2021,5,21,19,2,3,5.5
1115,1025,2021,6,22,20,2,7,4.7
1116,1025,2021,7,22,21,1,4,2.7
1117,1025,2021,8,22,20,2,4,1.2
1118,1025,2021,9,22,20,2,3,3.1
1119,1025,2021,10,21,21,0,0,11.8
1120,1025,2021,11,22,21,1,7,6.9
1121,1025,2021,12,23,22,1,7,6.2
1122,1025,2022,1,21,19,2,8,6.7
1123,1025,2022,2,20,18,2,4,7.9
1124,1025,2022,3,23,22,1,4,5.1
1125,1025,2022,4,21,19,2,0,9.8
1126,1025,2022,5,22,21,1,6,9.8
1127,1025,2022,6,22,20,2,5,9.4
1128,1025,2022,7,21,21,0,10,8.8
1129,1025,2022,8,23,22,1,9,3.1
1130,1025,2022,9,22,21,1,4,11.7
1131,1025,2022,10,21,20,1,5,1.1
1132,1025,2022,11,22,22,0,10,2.7
1133,1025,2022,12,22,20,2,0,8.6
1134,1025,2023,1,22,21,1,3,6.3
1135,1025,2023,2,20,19,1,5,5.5
1136,1025,2023,3,23,23,0,0,7.8
1137,1025,2023,4,20,19,1,2,3.7
1138,1025,2023,5,23,22,1,4,10.3
1139,1025,2023,6,22,21,1,6,1.0
1140,1025,2023,7,21,20,1,5,10.5
1141,1025,2023,8,23,22,1,0,4.9
1142,1025,2023,9,21,21,0,4,5.3
1143,1025,2023,10,22,22,0,8,10.4
1144,1025,2023,11,22,20,2,9,5.5
1145,1025,2023,12,21,19,2,5,9.8
1146,1025,2024,1,23,23,0,8,5.7
1147,1025,2024,2,21,21,0,7,11.2
1148,1025,2024,3,21,21,0,0,7.9
1149,1025,2024,4,22,20,2,8,5.3
1150,1025,2024,5,23,22,1,2,0.9
1151,1025,2024,6,20,19,1,9,1.9
1152,1025,2024,7,23,21,2,10,3.2
1153,1025,2024,8,22,22,0,7,1.0
1154,1025,2024,9,21,20,1,4,3.4
1155,1025,2024,10,23,22,1,7,7.9
1156,1025,2024,11,21,21,0,1,0.1
1157,1025,2024,12,22,20,2,5,6.2
1158,1026,2021,5,21,20,1,8,4.4
1159,1026,2021,6,22,20,2,10,0.4
1160,1026,2021,7,22,21,1,0,7.9
1161,1026,2021,8,22,20,2,3,11.1
1162,1026,2021,9,22,22,0,1,11.0
1163,1026,2021,10,21,21,0,3,9.7
1164,1026,2021,11,22,22,0,1,1.0
1165,1026,2021,12,23,22,1,10,8.6
1166,1026,2022,1,21,19,2,1,8.2
1167,1026,2022,2,20,19,1,10,8.5
1168,1026,2022,3,23,21,2,7,9.2
1169,1026,2022,4,21,21,0,6,2.8
1170,1026,2022,5,22,22,0,10,11.3
1171,1026,2022,6,22,21,1,9,2.8
1172,1026,2022,7,21,19,2,3,1.0
1173,1026,2022,8,23,23,0,8,11.8
1174,1026,2022,9,22,21,1,1,4.8
1175,1026,2022,10,21,19,2,10,9.5
1176,1026,2022,11,22,20,2,3,5.9
1177,1026,2022,12,22,20,2,9,4.9
1178,1026,2023,1,22,21,1,0,9.6
1179,1026,2023,2,20,20,0,5,6.9
1180,1026,2023,3,23,21,2,0,10.3
1181,1026,2023,4,20,19,1,7,6.2
1182,1026,2023,5,23,21,2,7,5.8
1183,1026,2023,6,22,22,0,1,1.6
1184,1026,2023,7,21,19,2,5,10.4
1185,1026,2023,8,23,22,1,2,4.9
1186,1026,2023,9,21,21,0,0,1.8
1187,1026,2023,10,22,20,2,7,1.0
1188,1026,2023,11,22,21,1,2,9.4
1189,1026,2023,12,21,19,2,4,3.5
1190,1026,2024,1,23,22,1,4,10.9
1191,1026,2024,2,21,19,2,1,2.9
1192,1026,2024,3,21,21,0,1,9.9
1193,1026,2024,4,22,20,2,9,7.3
1194,1026,2024,5,23,22,1,6,9.9
1195,1026,2024,6,20,18,2,6,3.3
1196,1026,2024,7,23,21,2,9,6.4
1197,1026,2024,8,22,21,1,0,7.2
1198,1026,2024,9,21,19,2,1,9.4
1199,1026,2024,10,23,22,1,9,0.5
1200,1026,2024,11,21,19,2,6,7.9
1201,1026,2024,12,22,20,2,7,0.0
1202,1027,2023,1,22,21,1,7,1.4
1203,1027,2023,2,20,20,0,2,11.7
1204,1027,2023,3,23,23,0,5,7.4
1205,1027,2023,4,20,19,1,3,0.1
1206,1027,2023,5,23,22,1,5,9.6
1207,1027,2023,6,22,22,0,0,8.4
1208,1027,2023,7,21,20,1,2,10.4
1209,1027,2023,8,23,21,2,9,9.4
1210,1027,2023,9,21,21,0,2,4.2
1211,1027,2023,10,22,20,2,6,10.8
1212,1027,2023,11,22,21,1,7,6.5
1213,1027,2023,12,21,21,0,2,6.7
1214,1027,2024,1,23,21,2,8,6.8
1215,1027,2024,2,21,19,2,7,9.2
1216,1027,2024,3,21,21,0,0,5.8
1217,1027,2024,4,22,20,2,8,9.2
1218,1027,2024,5,23,22,1,8,10.2
1219,1027,2024,6,20,18,2,0,10.5
1220,1027,2024,7,23,22,1,5,3.9
1221,1027,2024,8,22,21,1,5,9.3
1222,1027,2024,9,21,21,0,5,7.6
1223,1027,2024,10,23,23,0,9,7.4
1224,1027,2024,11,21,19,2,3,10.1
1225,1027,2024,12,22,21,1,6,3.1
1226,1028,2021,4,22,20,2,0,8.7
1227,1028,2021,5,21,20,1,7,3.4
1228,1028,2021,6,22,20,2,10,5.0
1229,1028,2021,7,22,20,2,3,2.7
1230,1028,2021,8,22,22,0,6,7.3
1231,1028,2021,9,22,22,0,2,1.5
1232,1028,2021,10,21,20,1,7,1.7
1233,1028,2021,11,22,21,1,10,8.6
1234,1028,2021,12,23,23,0,10,11.0
1235,1028,2022,1,21,21,0,8,7.8
1236,1028,2022,2,20,20,0,10,7.6
1237,1028,2022,3,23,23,0,7,11.8
1238,1028,2022,4,21,19,2,5,4.2
1239,1028,2022,5,22,20,2,1,1.4
1240,1028,2022,6,22,21,1,7,10.3
1241,1028,2022,7,21,20,1,8,11.7
1242,1028,2022,8,23,23,0,0,5.0
1243,1028,2022,9,22,22,0,7,6.5
1244,1028,2022,10,21,21,0,10,1.6
1245,1028,2022,11,22,21,1,7,1.6
1246,1028,2022,12,22,21,1,9,8.6
1247,1028,2023,1,22,20,2,6,11.0
1248,1028,2023,2,20,18,2,2,11.9
1249,1028,2023,3,23,21,2,8,10.9
1250,1028,2023,4,20,18,2,8,9.1
1251,1028,2023,5,23,23,0,9,7.3
1252,1028,2023,6,22,20,2,5,4.6
1253,1028,2023,7,21,19,2,4,10.9
1254,1028,2023,8,23,21,2,8,2.6
